Mean_time	Mean_qlow	Mean_qup	Priors
t_n1200_Poales	82.031	75.15	91.97	ST(0.725,0.073,152.76,7.459)
t_n1201_Poaceae	73.635	70.11	81.54	ST(0.7,0.112,243.296,3.272)
t_n1202	45.168	29.85	58.13	0
t_n1203	36.866	23.34	50.38	0
t_n1204	20.841	13.4	32.65	0
t_n1205_Typhaceae	72.461	65.06	83.6	ST(0.649,0.073,8.212,2.484)
t_n1206	52.286	31.96	69.21	0
t_n1207	96.134	74.36	110.1	0
t_n1208_Zingiberales	80.757	47.93	94.67	ST(0.894,0.076,6.699,2.768)
t_n1209	57.501	23.8	88	0
t_n1210	78.782	53.15	99.41	0
t_n1211	38.188	16.49	71.26	0
t_n1212_Asparagales	112.534	100.03	127.45	ST(0.7,0.125,480.96,3.111)
t_n1213	104.479	88.48	119.71	0
t_n1214	89.149	71.59	106.8	0
t_n1215	66.186	51.57	84.12	0
t_n1216	59.088	45.72	77.05	0
t_n1217	54.831	40.88	73.37	0
t_n1218	49.692	34.72	68.27	0
t_n1219	52.312	37.56	71.42	0
t_n1220	20.182	12.34	34.26	0
t_n1221_Orchidaceae	88.654	81.37	100.3	ST(0.847,0.631,31.109,9.444)
t_n1222	98.178	74.92	117.36	0
t_n1223	74.782	49.69	98.84	0
t_n1224	124.018	112.24	138.47	0
t_n1225_Pandanales	103.831	98.31	113.86	ST(0.999,0.178,15.179,3.416)
t_n1226_Alismatales	131.35	105.79	153.88	ST(0.825,0.07,274.653,3.588)
t_n1227	123.919	99.73	147.32	0
t_n1228	91.059	70.44	112.98	0
t_n1229	68.757	45.21	95.14	0
t_n1230	63.053	43.65	85.86	0
t_n1231	74.464	43.87	107.66	0
t_n1232_Araceae	83.775	72.88	115.19	ST(0.725,0.044,34.814,2.98)
t_n1233	57.737	37.52	82.56	0
t_n1234	49.193	26.27	73.88	0
t_n1235	176.008	154.05	196.28	0
t_n1236	155.37	138.12	178.07	0
t_n1237_Laurales	130.247	120.28	142.83	ST(1.15,0.073,528.2,8.591)
t_n1238	116.64	105.04	123.48	0
t_n1239_Lauraceae	112.372	99.59	117.75	ST(1.121,0.087,8.551,2.26)
t_n1240_Monimiaceae	108.342	94.01	115.28	ST(0.833,0.386,47.392,3.721)
t_n1241	90.866	61.15	107.05	0
t_n1242	78.113	51.56	99.38	0
t_n1243	95.1	59.08	110.13	0
