Mean_time	Mean_qlow	Mean_qup	Priors
t_n1224	112.788	105.05	121.03	0
t_n1225_Pandanales	99.344	92.11	105.98	B(1,1.69,0.025,0.025)
t_n1226_Alismatales	107.056	99.33	111.45	B(0.83,1.1,0.025,0.025)
t_n1227	101.461	92.9	108.38	0
t_n1228	75.753	62.55	88.52	0
t_n1229	57.075	39.42	74.99	0
t_n1230	52.72	38.1	69.11	0
t_n1231	62.947	39.2	85.79	0
t_n1232_Araceae	83.396	73.47	90.24	B(0.73,0.9,0.025,0.025)
t_n1233	56.993	35.1	75.94	0
t_n1234	48.216	24.23	69.01	0
t_n1235	148.545	141.41	155.31	0
t_n1236	141.301	133.55	148.8	0
t_n1237_Laurales	128.778	120.39	134.98	B(1.15,1.35,0.025,0.025)
t_n1238	116.506	110.16	123.69	0
t_n1239_Lauraceae	112.292	106.72	118.79	B(1.12,1.59,0.025,0.025)
t_n1240_Monimiaceae	108.622	98.3	116.27	B(0.85,2.27,0.025,0.025)
t_n1241	92.014	61.61	107.48	0
t_n1242	77.266	49.66	99.82	0
t_n1243	95.432	57.74	110.66	0
t_n1244	100.388	83.01	113.87	0
