Mean_time	Mean_qlow	Mean_qup	Priors
t_n1244	100.392	83.01	113.86	0
t_n1245_Atherospermataceae	94.931	78.96	110.34	B(0.8,1.53,0.025,0.025)
t_n1246	40.163	18.28	72.3	0
t_n1247	33.223	16.98	64.52	0
t_n1248_Magnoliales	124.945	116.19	133.17	B(1.15,1.4,0.025,0.025)
t_n1249_Magnoliaceae	122.107	113.47	129.75	B(1.07,1.3,0.025,0.025)
t_n1250	119.804	111.01	128.02	0
t_n1251	112.9	104.1	122.26	0
t_n1252_Annonaceae	95.615	91.66	102.97	B(0.93,1.18,0.025,0.025)
t_n1253	25.189	12.44	56.48	0
t_n1254_Myristicaceae	107.901	83	123.7	B(0.66,1.72,0.025,0.025)
t_n1255	23.971	14.09	45.03	0
t_n1256	140.558	129.76	149.79	0
t_n1257_Piperales	122.496	107.61	135.7	B(1.04,1.78,0.025,0.025)
t_n1258	117.357	102	131.35	0
t_n1259_Piperaceae	87.092	71.64	104.37	B(0.74,2.11,0.025,0.025)
t_n1260_Saururaceae	56.383	45.19	73.2	B(0.46,0.87,0.025,0.025)
t_n1261	51.947	32.87	72.71	0
t_n1262	98.737	75.84	116.37	0
t_n1263	50.159	24.72	75.76	0
t_n1264_Canellales	115.82	99.2	133.37	B(1.01,2.32,0.025,0.025)
t_n1265_Winteraceae	79.114	60.03	97.39	B(0.84,2.25,0.025,0.025)
t_n1266	30.011	12.75	69.78	0
t_n1267	43.592	19.74	74.95	0
t_n1268	67.817	44.47	102.01	0
t_n1269	59.889	37.39	94.2	0
t_n1270	35.284	17.87	63.79	0
t_n1271	103.83	79.65	129.29	0
t_n1272	81.346	61.85	104.89	0
t_n1273_Schisandraceae	56.399	47.41	70.73	B(0.48,0.75,0.025,0.025)
t_n1274	15.82	5.28	26.37	0
t_n1275_Nymphaeales	118.636	103.52	131.06	B(1.03,1.31,0.025,0.025)
t_n1276	75.56	52.57	100.24	0
t_n1277	48.814	27.58	71.6	0
t_n1278	62.586	32.88	92.23	0
t_n1279_Acrogymnosperms	317.421	307.67	335.73	B(3.08,3.66,0.01,0.05)
t_n1280_Conifers	278.04	237.62	307.45	B(1.47,3.12,0.01,0.05)
t_n1281	255.467	211.13	290.73	0
t_n1282_Gnetales	147.15	120.35	188.88	B(1.2,3.12,0.01,0.05)
t_n1283	153.194	98.87	240.57	0
t_n1284_Ginkgo-Cycas	280.249	264.45	306.28	B(2.65,3.66,0.01,0.05)
t_n1285	117.518	72.58	165.27	0
t_n1286_Ferns	392.013	384.17	408.73	B(3.85,4.51,0.01,0.05)
t_n1287_Lycophytes	403.452	391.76	425	B(3.92,4.51,0.01,0.05)
